FinalWgt,CR1,CR2,CR3,CR4,CR5,QAR6,QAR7,QAR8,QAR9,CR10,CR11,CR12,CR13,CR14,CR15,CR16,CR17,CR18,CR19,CR20,CR21,CR22,CR23,CR24,CR25,CR26,CR27,QAR28,QAR29,CR30,CR31,CR32,CR33,CR34,CR35,CR36,CR37,CR38,CR39,CR40,CR41,CR42,CR43,CR44,CR45,CR46,CR47,CR48,CR49,CR50,CR51,CR52,CR53,CR54,CR55,QAR56,Stratum,PSU
4.784347826,,,,3,2,3,6,3,7,3,1,6,3,,3,,2,3,4,3,2,1,3,3,1,4,,1,2,1,2,4,4,2,4,,1,3,2,1,,,1,2,,3,4,3,1,2,3,,2,6,2,,200401011,30
4.784347826,1,4,3,4,4,8,6,3,7,1,1,4,4,1,3,2,3,3,4,1,,2,1,,,4,3,3,4,4,3,3,3,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,200401011,30
4.887546146,2,1,1,1,1,1,1,1,,,2,1,1,1,1,1,1,1,3,,,2,1,3,2,4,1,1,2,3,4,1,2,1,3,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,3,1,2,6,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,3,4,2,1,1,1,4,5,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,3,1,4,1,1,1,1,1,1,1,1,1,3,3,3,2,4,2,3,2,2,2,2,2,1,5,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,3,2,2,2,4,1,7,7,1,4,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,2,2,3,3,2,4,5,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,3,3,3,3,3,3,4,2,7,7,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,4,2,3,3,3,1,4,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,1,2,2,2,2,3,1,4,1,2,2,1,4,1,1,2,1,1,1,1,1,1,3,1,3,2,4,3,4,,2,3,3,2,1,6,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,3,3,3,3,3,3,3,4,1,2,2,,2,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,3,4,2,2,2,2,4,3,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,4,1,2,,1,3,4,1,4,2,3,3,,1,3,2,2,3,3,7,2,3,2,5,5,2,3,4,1,,,1,3,2,2,2,2,2,1,3,2,2,2,2,4,,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,1,7,7,1,4,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,3,3,2,5,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,3,1,2,3,2,2,2,4,1,7,2,2,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,2,2,2,2,1,4,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,4,1,2,1,1,3,2,2,2,2,4,1,1,1,1,1,3,3,2,5,5,3,4,5,5,2,2,1,1,1,1,1,3,4,2,2,3,1,3,3,1,2,2,1,1,4,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,3,4,1,2,2,3,3,1,2,1,1,1,1,1,1,1,2,1,3,2,3,2,3,1,2,3,2,2,1,4,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,4,3,3,3,3,3,3,4,2,3,3,1,3,1,1,2,1,1,1,1,1,1,3,2,2,2,3,1,1,3,2,2,2,2,1,6,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,2,3,3,3,1,1,1,1,1,2,3,2,4,7,1,4,1,1,1,1,1,1,1,1,1,3,1,3,2,4,1,4,1,2,2,2,2,1,5,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,7,1,2,1,1,1,1,1,1,2,2,2,3,3,1,3,3,4,1,3,2,3,3,1,2,1,1,1,1,1,1,4,2,2,2,2,3,2,3,4,2,3,3,2,1,4,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,7,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,3,1,1,2,2,4,3,1,2,1,1,1,1,1,1,1,2,1,4,2,4,3,1,2,2,2,2,2,1,,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,7,1,2,1,1,3,,1,1,1,3,1,3,1,1,3,2,,1,1,2,4,1,2,2,1,1,1,1,1,1,1,3,1,2,2,2,1,3,1,2,2,2,2,1,5,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,,1,2,1,1,1,1,1,,1,4,,1,3,3,3,3,4,2,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,,1,2,2,2,2,2,1,7,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,,1,2,1,1,1,1,1,1,1,3,2,2,2,2,2,2,4,1,7,7,4,4,1,1,1,1,1,1,1,1,1,3,2,1,2,1,3,3,4,2,1,2,2,4,5,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,1,,1,2,1,1,1,1,1,3,1,1,3,1,3,3,3,3,3,3,2,2,3,3,1,1,1,1,1,1,1,1,1,2,1,3,2,3,2,3,1,2,1,1,1,1,5,1,2,200401011,31
4.887546146,2,1,1,1,1,1,1,2,4,2,2,1,2,3,2,2,2,2,2,3,3,2,2,2,1,4,2,7,7,2,2,5,5,1,2,2,6,3,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,4,1,2,200401011,31
4.887546146,,,,,1,1,1,1,,1,2,1,1,,1,2,1,1,1,1,1,1,3,1,3,4,1,1,1,1,4,1,1,2,1,1,1,1,1,1,,,4,2,2,2,2,4,2,2,2,2,1,6,1,2,200401011,31
4.929792,1,4,7,7,2,3,6,8,6,3,1,2,3,3,4,2,4,4,3,1,3,1,3,1,1,1,4,1,4,4,1,2,3,2,4,4,2,2,3,3,,3,3,,,3,4,,2,2,2,1,3,5,2,2,200401011,31
4.929792,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,3,4,2,2,3,1,2,3,4,2,7,1,4,4,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,1,2,2,2,2,2,1,6,2,2,200401011,31
5.189281945,1,3,6,5,2,3,7,3,6,3,2,6,4,3,3,1,3,2,3,3,2,1,1,2,3,3,2,1,2,2,3,5,4,1,3,3,2,5,2,4,2,2,2,2,2,2,2,2,2,3,3,3,2,6,1,3,200401011,31
4.334762745,1,1,1,1,1,1,1,1,1,,2,1,1,1,,1,2,1,1,1,1,2,2,2,1,1,1,1,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200401012,32
4.334762745,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,3,4,1,,,3,4,5,4,1,1,1,1,1,1,1,2,4,1,,4,2,2,4,2,2,,2,1,3,1,1,200401012,32
4.334762745,1,1,1,1,1,1,1,1,6,1,2,1,1,3,1,1,1,1,2,2,2,2,2,2,2,3,1,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,3,3,4,3,1,1,200401012,32
4.334762745,1,1,1,1,1,1,1,1,7,1,2,1,1,3,1,2,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,,1,1,1,2,4,1,1,200401012,32
4.334762745,1,1,1,1,1,1,1,1,7,1,2,1,1,3,1,2,1,,1,1,1,1,2,1,3,4,1,2,1,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,5,1,1,200401012,32
4.334762745,1,1,1,1,1,1,1,2,7,1,2,1,2,3,2,1,1,1,1,1,2,3,3,2,2,4,2,2,3,1,4,5,1,1,4,4,1,1,1,1,3,3,4,1,4,1,2,2,2,2,,2,,,1,1,200401012,32
4.334762745,1,5,4,4,2,2,2,3,4,2,1,6,2,3,3,2,2,1,1,3,2,3,3,3,1,3,3,7,7,3,3,5,3,1,3,2,2,3,3,5,1,2,2,1,2,1,1,1,2,1,1,1,3,2,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,,,,1,1,1,3,1,3,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,3,2,3,3,3,2,4,1,7,7,4,4,1,1,1,1,1,1,1,1,1,1,3,3,2,4,1,2,2,1,1,1,1,1,1,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,4,2,2,1,2,2,2,4,1,3,3,3,4,1,1,1,1,1,1,1,1,1,3,4,,2,4,3,3,,,,2,2,1,4,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,2,2,2,2,2,1,4,1,7,7,4,4,1,2,1,1,1,1,1,1,1,3,2,3,2,4,1,3,1,2,1,3,1,2,4,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,3,3,3,1,4,2,2,7,4,4,1,2,1,1,1,1,1,1,1,1,2,2,2,3,2,3,3,2,1,1,1,4,3,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,3,2,2,2,2,2,2,4,1,7,3,4,4,1,1,1,1,1,1,1,1,1,2,2,1,2,4,3,3,4,2,2,2,2,4,3,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,1,3,1,2,1,1,3,1,1,1,2,3,2,2,3,2,2,2,4,1,1,3,1,3,1,1,1,1,1,1,1,1,1,3,1,3,2,1,3,3,4,2,2,2,2,1,4,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,1,3,1,2,1,1,3,1,2,1,1,2,1,3,3,1,2,3,4,2,7,3,3,4,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,3,2,2,2,3,1,4,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,4,1,3,2,1,3,1,5,1,1,1,1,1,1,1,1,2,4,2,2,3,3,3,1,2,2,1,2,3,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,2,2,3,2,2,2,4,1,3,3,4,4,1,2,2,2,2,1,1,1,1,1,4,3,1,4,2,1,2,2,2,2,3,4,4,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,1,4,1,2,1,1,3,1,2,,1,1,,1,3,2,2,3,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,4,2,2,2,2,1,3,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,1,5,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1,7,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,2,1,2,1,2,2,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,3,1,2,1,2,2,3,4,2,7,7,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,4,2,2,2,2,1,3,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,2,1,1,3,2,3,2,2,2,2,4,1,3,3,3,3,1,1,1,1,1,1,1,1,1,3,2,2,2,3,3,2,3,2,2,2,2,2,2,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,1,6,1,2,1,1,3,1,1,1,1,4,3,,1,3,3,3,4,2,2,2,,4,3,3,1,1,1,1,1,1,1,2,,2,2,2,3,,,2,2,2,2,1,5,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,4,2,7,,4,4,2,1,1,3,2,1,1,1,1,3,2,2,2,,2,1,,2,,1,2,2,1,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,3,3,2,2,,2,,7,3,3,1,3,1,1,1,1,1,1,1,1,1,2,2,2,4,2,2,3,2,2,1,2,1,3,1,1,200401012,32
4.334762745,2,1,1,1,1,1,1,2,6,1,2,1,2,1,1,1,1,2,2,2,1,3,3,2,3,,4,7,7,1,2,1,1,2,4,1,1,3,3,2,1,1,2,2,3,2,2,3,2,1,2,2,3,4,1,1,200401012,32
4.334762745,,1,,2,1,3,2,2,7,2,1,7,2,1,2,1,2,2,4,2,1,2,2,3,3,4,1,2,3,2,4,1,2,1,3,1,7,6,1,1,2,4,2,2,3,1,1,2,2,1,2,2,1,3,1,1,200401012,32
4.334762745,,,1,1,1,1,1,2,7,3,1,3,3,1,2,1,2,3,2,1,1,1,1,1,2,2,3,2,2,1,1,2,5,1,2,2,1,2,2,1,2,1,2,1,3,2,1,2,1,2,1,1,1,1,1,1,200401012,32
4.334762745,,1,,1,1,1,1,1,4,,,1,1,1,4,,1,1,1,1,3,3,3,3,3,3,4,1,4,3,4,4,4,,1,1,1,1,1,1,1,1,4,1,4,2,1,1,,,,2,1,2,1,1,200401012,32
4.334762745,,1,1,1,1,1,1,1,1,1,1,1,4,1,1,,1,1,1,,,,,,1,2,1,7,7,3,2,1,1,,1,1,1,1,1,1,1,4,4,,3,1,1,4,,1,,1,1,2,1,1,200401012,32
4.4016,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,7,1,4,2,1,2,2,1,4,1,2,1,1,2,1,2,1,2,2,1,2,2,2,,1,2,1,2,3,200401012,32
5.418453432,1,,,2,1,2,3,1,1,,1,7,4,1,1,,1,1,1,1,1,1,1,1,,1,1,7,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,1,1,1,200401012,32
5.418453432,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,4,1,1,1,1,1,1,1,2,3,1,,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,200401012,32
5.418453432,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,3,3,3,3,3,4,1,1,1,3,3,1,2,2,1,3,1,2,3,,1,2,1,1,1,1,1,1,1,3,2,1,2,1,1,1,200401012,32
5.418453432,2,1,,,1,1,1,1,6,1,2,1,1,3,1,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,3,5,1,2,1,,1,1,1,1,2,1,2,2,2,1,2,3,1,1,1,1,2,1,1,1,200401012,32
5.454850609,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,3,2,1,1,3,3,1,1,7,1,3,1,1,,1,1,1,1,1,1,1,4,1,2,1,1,2,3,1,1,1,1,2,2,1,2,200401012,32
5.454850609,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,1,3,2,7,7,2,4,1,1,2,1,1,1,1,1,1,2,3,2,2,3,,1,4,2,1,1,2,1,7,1,2,200401012,32
5.454850609,1,5,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,,,,1,4,1,3,3,3,4,1,2,2,4,4,4,1,1,2,,,1,2,3,3,2,1,1,1,1,2,1,2,1,2,200401012,32
5.454850609,1,5,1,1,1,1,1,1,3,1,2,1,1,1,2,1,,3,3,2,2,2,1,2,3,4,2,3,7,3,3,1,5,2,2,2,7,3,2,5,2,2,2,2,4,2,1,2,2,3,2,2,4,6,1,2,200401012,32
5.454850609,1,5,1,1,1,1,4,2,2,1,2,6,2,1,1,1,1,1,3,2,2,2,2,2,2,4,1,3,3,1,4,1,1,1,2,4,4,,2,6,2,2,2,2,4,3,4,4,2,2,2,2,1,5,1,2,200401012,32
5.454850609,2,1,1,1,1,1,1,,,1,2,1,1,1,1,1,1,1,3,3,3,2,2,2,2,4,1,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,5,1,2,200401012,32
5.454850609,2,1,1,1,1,1,1,,,1,2,1,1,3,1,1,1,1,4,2,2,3,2,2,2,4,1,1,2,4,4,1,2,1,1,1,1,1,1,1,3,3,2,2,3,2,1,4,2,3,2,2,3,4,1,2,200401012,32
5.454850609,2,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,2,2,2,,2,2,3,4,2,2,,1,4,1,2,1,1,1,1,1,1,1,2,3,2,2,3,2,2,,,,,,,,,,200401012,32
5.454850609,2,1,1,1,1,1,1,1,,1,2,,1,3,1,2,1,1,3,3,2,3,1,1,2,4,1,1,1,3,4,1,1,1,3,2,1,1,2,2,1,2,1,2,1,1,3,2,2,1,1,1,2,2,1,2,200401012,32
5.454850609,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,3,3,1,3,2,,1,1,1,1,1,1,3,1,1,2,4,3,2,4,3,3,3,2,3,3,1,1,6,1,2,200401012,32
5.454850609,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,2,2,2,2,2,4,1,1,7,1,3,1,1,2,1,1,1,1,1,1,3,4,1,1,1,1,1,1,2,1,2,2,2,1,1,,200401012,32
5.454850609,2,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,2,1,,,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,4,1,1,1,2,1,2,1,2,1,1,1,1,1,4,1,1,2,200401012,32
5.454850609,2,1,1,1,1,1,1,1,3,1,1,1,2,3,2,1,2,2,3,3,3,3,3,3,3,4,1,3,3,2,4,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,4,2,2,2,2,1,4,1,2,200401012,32
5.454850609,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,4,2,3,2,4,3,1,2,1,1,1,1,1,1,1,3,2,2,2,2,1,1,4,2,2,1,2,1,5,1,2,200401012,32
5.454850609,2,1,1,1,1,1,1,1,4,1,2,1,1,1,2,2,1,1,1,2,2,3,1,2,2,1,1,1,3,2,,1,1,1,1,1,1,3,1,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1,2,200401012,32
5.454850609,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,3,2,2,2,1,3,4,2,7,2,1,2,2,4,1,2,,,1,3,2,2,2,1,,2,2,1,2,1,2,3,1,2,6,1,2,200401012,32
5.454850609,2,1,1,1,1,1,1,1,7,1,2,1,1,3,2,1,2,2,2,1,1,2,3,2,3,4,1,7,7,4,4,5,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,4,2,2,2,2,1,6,1,2,200401012,32
5.454850609,2,1,1,1,1,1,1,1,7,1,2,1,2,3,2,1,2,2,3,3,3,3,3,3,2,3,3,1,1,1,2,1,2,2,2,1,1,2,3,1,2,1,2,1,1,2,1,1,2,1,2,2,1,1,,2,200401012,32
5.502,1,,,,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,3,2,3,3,1,1,1,1,1,1,1,1,2,3,2,2,1,2,1,1,1,1,1,1,1,1,1,,1,200401012,32
5.654038364,1,1,1,1,1,1,1,1,,1,2,1,1,1,2,1,1,1,3,2,2,3,3,3,3,4,1,3,7,,4,5,1,1,1,1,1,1,3,1,2,2,3,2,2,3,1,3,,2,,2,2,4,1,1,200401012,32
5.654038364,1,2,,,4,3,2,8,,2,1,3,2,,4,1,4,3,3,2,3,2,3,1,3,2,4,2,3,2,2,1,3,1,3,3,3,7,3,5,3,3,2,1,3,1,2,3,1,2,3,1,2,4,1,1,200401012,32
5.654038364,1,4,6,4,2,3,6,2,7,,,,5,4,4,,4,,4,,,1,,,1,1,3,3,4,,4,,5,2,3,,5,5,,,,,,,,,,,,,,,5,7,1,1,200401012,32
5.654038364,1,5,1,1,1,1,1,,3,1,2,,1,1,1,1,1,1,1,1,1,1,2,,2,4,3,1,2,1,3,1,3,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,,2,2,1,1,200401012,32
5.654038364,1,5,1,1,1,1,1,1,3,1,2,1,1,1,3,1,2,2,4,1,2,2,2,2,1,4,2,2,2,3,2,1,4,1,2,1,1,1,1,1,2,2,2,2,4,2,2,4,2,2,2,3,1,3,1,1,200401012,32
5.654038364,1,5,3,5,2,2,7,2,4,1,1,6,2,3,4,1,3,3,3,1,1,2,2,2,2,3,4,7,2,3,2,1,1,2,4,4,4,4,3,6,3,2,2,2,2,1,1,2,,,,,,,1,1,200401012,32
5.654038364,2,,1,,1,,1,1,2,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,1,7,7,1,4,1,1,1,1,1,1,1,1,1,2,1,4,2,4,3,4,4,2,3,3,3,1,2,1,1,200401012,32
5.654038364,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,200401012,32
5.654038364,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,4,2,2,2,2,2,3,4,1,7,7,1,4,2,1,1,1,1,1,1,1,1,2,2,2,2,4,1,1,1,2,2,2,2,4,2,1,1,200401012,32
5.654038364,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,4,2,2,2,2,4,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,2,,1,2,,1,3,4,1,1,200401012,32
5.654038364,2,1,1,1,1,1,1,1,3,1,1,1,1,3,1,2,1,1,2,1,2,2,1,2,2,4,1,7,7,1,4,1,2,2,1,1,1,1,1,1,1,2,2,2,3,3,3,2,1,2,2,,2,1,1,1,200401012,32
5.654038364,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,3,4,1,7,7,1,4,1,1,1,1,1,1,1,1,1,3,4,3,2,3,3,4,4,2,3,3,3,1,3,1,1,200401012,32
5.654038364,2,1,1,1,1,1,1,1,3,1,2,1,1,3,1,1,1,1,2,1,1,2,2,2,2,4,1,7,7,4,4,5,3,1,1,1,1,1,1,1,2,3,2,2,4,2,2,3,2,2,2,2,1,3,1,1,200401012,32
5.654038364,2,1,1,1,1,1,1,1,3,1,2,1,1,3,1,1,1,1,3,3,3,3,3,3,2,4,1,1,4,,1,1,1,1,1,2,,,,,1,3,1,2,1,1,2,1,1,2,1,1,1,4,1,1,200401012,32
5.654038364,2,1,1,1,1,1,1,1,3,1,,1,3,1,4,1,2,4,4,1,,3,3,,1,4,4,2,2,4,4,3,3,2,1,2,1,7,,1,2,2,2,,2,1,2,3,1,1,3,1,1,3,1,1,200401012,32
5.654038364,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,4,1,3,2,1,1,1,1,2,1,1,,1,1,1,3,1,3,2,1,3,3,4,2,2,2,2,1,3,1,1,200401012,32
5.654038364,2,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,4,2,2,2,2,2,2,4,1,7,7,1,4,1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,1,1,2,2,2,2,1,2,1,1,200401012,32
5.654038364,2,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,4,3,3,3,3,3,3,4,1,2,2,4,4,1,1,1,1,1,1,1,1,1,1,,,2,,2,1,1,2,1,3,1,1,3,1,1,200401012,32
5.654038364,2,1,1,1,1,1,1,1,6,1,2,,1,1,1,2,1,1,1,2,2,3,2,2,2,4,4,3,2,2,4,1,3,2,2,3,7,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,200401012,32
5.654038364,2,1,1,1,1,1,1,1,6,1,2,1,2,3,2,1,2,2,2,3,3,2,2,2,3,4,1,7,7,3,3,1,1,2,1,1,1,1,1,1,2,3,4,2,4,3,3,3,2,1,2,2,2,4,1,1,200401012,32
5.654038364,2,1,1,1,1,1,1,1,7,1,1,,1,1,1,,,4,4,3,1,,3,,1,1,1,1,3,4,3,2,3,,3,2,1,3,,1,3,1,1,1,2,1,2,1,1,,,2,3,1,1,1,200401012,32
5.654038364,,,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,3,3,3,,3,2,1,1,1,1,2,1,1,2,,2,1,1,2,1,3,2,,2,2,3,3,4,,2,2,,2,,1,1,200401012,32
5.654038364,2,,,,1,2,1,2,5,3,1,1,2,1,2,2,4,1,3,1,3,1,1,1,3,4,1,1,1,4,3,1,5,,1,4,1,3,1,3,,3,2,,4,3,4,4,2,3,2,3,1,4,1,1,200401012,32
5.692018027,1,1,1,1,1,1,1,1,2,1,2,,1,1,1,2,1,1,2,2,1,2,2,1,3,4,1,2,2,2,4,1,1,1,3,4,1,1,1,1,1,2,3,2,3,1,3,2,2,1,,2,4,5,1,2,200401012,32
5.692018027,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,2,1,3,2,3,2,2,1,4,2,2,2,4,4,1,5,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,3,3,2,3,5,1,2,200401012,32
5.692018027,1,1,1,1,1,1,1,1,6,1,2,1,3,1,1,2,3,4,3,1,2,3,2,2,1,4,4,1,7,1,1,5,5,2,2,1,1,5,1,1,3,4,2,2,4,3,3,1,1,2,2,2,1,4,1,2,200401012,32
5.692018027,1,1,1,1,1,1,1,1,,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,4,2,7,7,4,3,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,2,7,1,2,200401012,32
5.692018027,1,4,1,1,1,3,3,1,1,2,1,1,1,1,4,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,200401012,32
5.692018027,1,5,1,1,1,1,1,1,3,1,2,1,1,3,1,1,1,1,4,2,2,2,1,1,2,4,2,3,3,4,4,4,5,1,1,1,1,1,1,5,1,2,2,2,2,2,2,2,2,2,1,2,3,5,1,2,200401012,32
5.692018027,1,5,1,1,1,3,1,2,3,1,1,6,2,3,4,1,2,2,3,1,1,3,1,1,2,4,2,7,3,3,4,5,5,1,1,1,7,7,2,5,3,2,2,2,3,2,2,2,1,3,1,2,4,4,1,2,200401012,32
5.692018027,1,5,3,3,2,3,6,3,4,3,1,7,2,1,1,1,3,1,3,2,2,1,3,2,2,4,1,7,2,4,4,3,3,1,3,2,3,3,3,5,2,2,2,2,2,1,2,2,2,3,2,3,3,3,1,2,200401012,32
5.692018027,1,6,7,4,7,3,2,4,3,2,2,8,4,3,4,2,4,4,4,3,3,1,3,3,2,4,1,3,3,1,4,4,1,1,3,2,2,2,2,2,3,2,2,2,4,1,2,2,1,1,2,1,1,5,1,2,200401012,32
5.692018027,2,1,,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,3,2,2,3,1,1,1,4,1,7,7,2,4,1,1,1,1,1,1,1,1,1,3,3,3,2,4,3,3,4,,1,2,2,3,4,1,2,200401012,32
